Area,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,Freq,Temp,Loss,Classification
1.5301921799999998,6.0000000000014144e-05,54.701947323926795,13.759148186800658,1.5058942966913869,0.7484090156085752,0.03787175608235142,0.37867009560869996,0.25573569393733464,0.8565520661600613,0.6903336104987543,0.0241194764643874,0.4279897579223618,0.3693317953160556,0.08277875627445522,0.05214856505505806,0.013596811755653262,0.05798288479614329,0.03774168597761332,0.1620483578940804,0.15157504864235136,0.011921579375061893,0.1067167845030114,0.10244846988645552,0.02717652505528469,0.01406916604338553,0.008977304999897478,0.022156455446789795,0.012334315827589726,0.060429749486528024,0.06022026501632006,0.0071713705239913154,0.0427329574609689,177920,90,232648.1,0
0.6396123800000002,9.000000000003677e-05,29.498010623847083,2.409947765393156,3.418108843248099,2.5049538188118388,0.041708743048050174,1.187977232535719,0.5784307082939089,0.10816365294777489,0.3907664776530937,0.011803531331846391,0.20440898684939976,0.07483098145567009,0.1765825709201034,0.1749642937912748,0.008187338926651811,0.15558245983765417,0.08219849487040745,0.017685682833138427,0.07817782649547607,0.005318919305256881,0.05000435927133367,0.020254925110696622,0.049816528823955736,0.05321994195026382,0.003187204794409223,0.04907024544428736,0.02811140345686804,0.010039325776399158,0.02657801642443986,0.003824090951518715,0.025240014897435332,354600,70,218190.28,2
6.923934975000001,5.000000000004545e-05,103.20201677344475,13.631566218612939,4.289845836491005,2.0488379349469596,0.03088822497392485,0.9897781151693218,0.8241185032486903,0.8662078783659871,1.2917139967516056,0.00255618671979713,0.8445794400044722,0.3710851450745096,0.21749150894847222,0.1516660580392841,0.004142374880452005,0.1486848367628267,0.14376740372400876,0.17237577464514334,0.289434042411203,0.0008961015718116143,0.227440087548986,0.10756464195044418,0.06558334040594488,0.04624414963245063,0.0018857496760143007,0.06007112038730143,0.058722633936435654,0.07048816624690787,0.1230847772577223,0.001389010216387267,0.10123192580989272,70840,25,475139.74,2
0.16377189500000006,9.999999999998395e-05,12.00647613431165,4.831289338378938,2.1187753162224094,0.7100106585283139,0.0306296594538489,0.3486581794693815,0.39569817883804287,0.28996716637090175,0.13008712507710193,0.015023381110348746,0.10617122778470509,0.1324427151868898,0.10532311066712097,0.04879687690407321,0.00984537133813839,0.05056798564432311,0.06386437395341896,0.051735664358335154,0.02375249065571277,0.007260348228491452,0.029167190433480365,0.036811304832984136,0.029595568171659002,0.013287997731092481,0.005302134178876464,0.019015751022251545,0.023373935671788294,0.018664566763396333,0.007987077244883872,0.0042820374521235285,0.013107450462084471,316460,50,40543.65,0
0.014593939999999998,0.00010999999999999438,6.023565770547852,0.4700862457634478,0.6727032341396495,0.5244737527116423,0.00549352161199699,0.2297260222766444,0.12479703520553691,0.030783887330568895,0.07253753446910133,0.000707284774491715,0.05082410543364,0.012363465832221102,0.034591462167066635,0.04278922601690233,0.0014843849508886467,0.0306287607990746,0.020769136123304627,0.0062855157720745425,0.014848378794664333,0.000375351061089851,0.013968348188567674,0.003286949320569809,0.010253303673759873,0.014293857363203833,0.0008517187756541082,0.010668712113887185,0.007931659334385813,0.00275961428156185,0.0056591673107569155,0.00017344276084971176,0.006327027527775909,251260,70,2558.47,2
0.02803463,7.999999999998498e-05,3.868420617525057,1.8504921333568392,1.1355317795325874,0.7551104916782838,0.5113729224060817,0.3402199062826266,0.2156343086601565,0.12314811643254807,0.05499293155289483,0.0058738942322965745,0.02725525520964783,0.0477228147272166,0.05775264591263572,0.059719748409942645,0.05569088565163125,0.047486006737986114,0.03680142061421661,0.0251046803804498,0.013394790119540529,0.0028810581994422975,0.0060760796774359535,0.012543243026211702,0.01688753871308926,0.019116183583918724,0.019001207162783928,0.017337833842403005,0.014283038922229815,0.010279174092447852,0.006169987135852065,0.0017488872288001051,0.00200548000722833,224180,70,4324.87,0
0.02045655,5.999999999999327e-05,6.28205186859644,0.7282031165546053,0.07941582944422304,0.296047870084186,0.381439051738446,0.12266978640085363,0.020239565504111687,0.040398758869114246,0.06948540496557522,0.005892792077632419,0.0535821854171382,0.021866657234000872,0.0034755814753371687,0.023356371789649267,0.03892466995870674,0.015266805215246114,0.00415908565662907,0.005568545728183914,0.012360483685838643,0.0026726982326902462,0.014507796307452078,0.007720544432326425,0.0011933598784543854,0.006763670366261639,0.012293012591267569,0.005237696250632331,0.00222376637855386,0.001220798128480663,0.0038208212171450245,0.0016393551793876925,0.007049025389888208,396810,25,7156.5,2
0.07673043999999998,0.00027999999999996447,12.49538364635837,1.4428115716202619,0.19313218683799818,0.5691100305466017,0.7742973634315421,0.26624703332715083,0.0316344695506521,0.08765060893001356,0.15816472165653844,0.007063142645644256,0.10085774026758001,0.04118503046786943,0.011101354785920456,0.04342085724373663,0.08451572756694054,0.03875777390282588,0.0043220340729529785,0.016411674231254152,0.03523901688490326,0.003388499256464362,0.025966417871426346,0.012467107720649727,0.0034354301232482946,0.013400118681941792,0.02899848082101518,0.015058638307478417,0.0010186783293514373,0.006114436154590589,0.014370504903733823,0.0021906446323439735,0.010953111503542425,177930,50,6045.97,2
0.3687394000000002,7.99999999999563e-05,36.59919346551322,4.894786213658587,1.4966912237832923,0.7243525634174119,0.01978301100354006,0.3570426124523819,0.29260131759474106,0.30772932877546133,0.4565320196845291,0.003166459727788546,0.2960290001566086,0.1320970361412906,0.07384828752930118,0.052391347853217494,0.002095038057785196,0.05368774183428255,0.051332497488211615,0.05990706208864437,0.10057858744808496,0.0020589463810986495,0.07717122943564099,0.037183915809081,0.02127731122228089,0.01491112612045742,0.0009145884678073641,0.02038698166529877,0.02054849351209824,0.023484403204623156,0.041467456888137896,0.0008389734101135422,0.0331902199689191,141240,70,43572.82,2
0.6971233749999999,5.000000000001672e-05,49.97525674250707,0.004379305343241325,14.561983426987666,0.009694750785706112,6.499977898358213,0.01119133938635398,2.688533438121076,0.003908155625356461,0.6270147565675084,0.001106181753768331,0.4096402181966058,0.0032294260663026817,0.7732690177556982,0.004350361116462484,0.7213119003474467,0.0018454135468538794,0.4570367382734398,0.0022887937659633157,0.14302930633932917,0.0011234476093056034,0.11055616860438884,0.0014188000511619811,0.24524638190124862,0.001998197426888569,0.25871139138657134,0.0022409993361358457,0.17971864916615565,0.0011467997745013211,0.06147235805721304,0.00020120430695104463,0.04993038828376359,50090,50,34888.91,1
